Date,Maximum,Minimum,Average,Departure,HDD,CDD,Precipitation,New Snow,Snow Depth,
2016-04-10,50,28,39,-8.4,26,0,0,0,0,
2016-04-11,60,42,51,3.2,14,0,0.04,0,0,
2016-04-12,55,32,43.5,-4.7,21,0,0.26,0,0,
2016-04-13,56,31,43.5,-5.1,21,0,0,0,0,
2016-04-14,60,36,48,-1,17,0,0,0,0,
2016-04-15,64,31,47.5,-1.9,17,0,0,0,0,
2016-04-16,65,33,49,-0.8,16,0,0,0,0,
2016-04-17,74,32,53,2.8,12,0,0,0,0,
2016-04-18,80,35,57.5,6.9,7,0,0,0,0,
2016-04-19,66,47,56.5,5.6,8,0,T,0,0,
2016-04-20,65,38,51.5,0.2,13,0,0,0,0,
2016-04-21,77,33,55,3.3,10,0,T,0,0,
2016-04-22,82,52,67,15,0,2,0.54,0,0,
2016-04-23,68,45,56.5,4.1,8,0,0.03,0,0,
2016-04-24,64,38,51,-1.7,14,0,0,0,0,
2016-04-25,67,46,56.5,3.4,8,0,0,0,0,
2016-04-26,52,40,46,-7.4,19,0,0.27,0,0,
2016-04-27,64,34,49,-4.8,16,0,0,0,0,
2016-04-28,61,33,47,-7.1,18,0,0,0,0,
2016-04-29,59,44,51.5,-2.9,13,0,0,0,0,
2016-04-30,67,43,55,0.3,10,0,0,0,0,
2016-05-01,51,41,46,-9.1,19,0,0.1,0,0,
2016-05-02,53,41,47,-8.4,18,0,0.66,0,0,
2016-05-03,54,48,51,-4.7,14,0,0.39,0,0,
2016-05-04,52,45,48.5,-7.5,16,0,0.03,0,0,
2016-05-05,53,44,48.5,-7.8,16,0,T,0,0,
2016-05-06,63,49,56,-0.6,9,0,0.28,0,0,
2016-05-07,55,47,51,-5.9,14,0,0.01,0,0,
2016-05-08,64,45,54.5,-2.7,10,0,0.09,0,0,
2016-05-09,69,44,56.5,-1,8,0,0,0,0,
2016-05-10,72,38,55,-2.7,10,0,0,0,0,
2016-05-11,80,39,59.5,1.5,5,0,0,0,0,
2016-05-12,82,46,64,5.7,1,0,0,0,0,
2016-05-13,71,50,60.5,1.9,4,0,0.12,0,0,
2016-05-14,77,52,64.5,5.6,0,0,0.09,0,0,
2016-05-15,59,42,50.5,-8.7,14,0,0,0,0,
2016-05-16,64,40,52,-7.4,13,0,0,0,0,
2016-05-17,72,38,55,-4.7,10,0,0,0,0,
2016-05-18,72,47,59.5,-0.5,5,0,0,0,0,
2016-05-19,72,48,60,-0.3,5,0,T,0,0,
2016-05-20,76,42,59,-1.6,6,0,0,0,0,
2016-05-21,72,46,59,-1.9,6,0,0,0,0,
2016-05-22,75,53,64,2.8,1,0,T,0,0,
2016-05-23,83,47,65,3.6,0,0,T,0,0,
2016-05-24,67,54,60.5,-1.2,4,0,0.06,0,0,
2016-05-25,90,52,71,9,0,6,0,0,0,
2016-05-26,90,59,74.5,12.2,0,10,T,0,0,
2016-05-27,89,63,76,13.4,0,11,0,0,0,
2016-05-28,93,64,78.5,15.6,0,14,0,0,0,
2016-05-29,91,65,78,14.8,0,13,0,0,0,
2016-05-30,81,62,71.5,8,0,7,0.64,0,0,
2016-05-31,86,65,75.5,11.7,0,11,0,0,0,
2016-06-01,84,55,69.5,5.4,0,5,0,0,0,
2016-06-02,81,55,68,3.6,0,3,0,0,0,
2016-06-03,70,60,65,0.2,0,0,0.01,0,0,
2016-06-04,84,61,72.5,7.4,0,8,0,0,0,
2016-06-05,70,63,66.5,1.1,0,2,1.15,0,0,
2016-06-06,84,63,73.5,7.8,0,9,0,0,0,
2016-06-07,85,60,72.5,6.5,0,8,0.03,0,0,
2016-06-08,70,54,62,-4.3,3,0,0.02,0,0,
2016-06-09,70,54,62,-4.6,3,0,0,0,0,
2016-06-10,76,50,63,-3.9,2,0,0,0,0,
2016-06-11,68,49,58.5,-8.8,6,0,0.46,0,0,
2016-06-12,78,56,67,-0.6,0,2,0,0,0,
2016-06-13,72,53,62.5,-5.4,2,0,T,0,0,
2016-06-14,80,49,64.5,-3.7,0,0,0,0,0,
2016-06-15,85,57,71,2.5,0,6,0,0,0,
2016-06-16,85,61,73,4.2,0,8,0,0,0,
2016-06-17,83,60,71.5,2.5,0,7,0,0,0,
2016-06-18,87,52,69.5,0.2,0,5,0,0,0,
2016-06-19,85,53,69,-0.6,0,4,0,0,0,
2016-06-20,87,59,73,3.1,0,8,0,0,0,
2016-06-21,87,59,73,2.9,0,8,0.04,0,0,
2016-06-22,84,53,68.5,-1.9,0,4,0,0,0,
2016-06-23,82,51,66.5,-4.2,0,2,0,0,0,
2016-06-24,86,55,70.5,-0.4,0,6,0,0,0,
2016-06-25,88,53,70.5,-0.6,0,6,0,0,0,
2016-06-26,89,55,72,0.6,0,7,0,0,0,
2016-06-27,86,62,74,2.4,0,9,T,0,0,
2016-06-28,81,68,74.5,2.7,0,10,0.28,0,0,
2016-06-29,87,68,77.5,5.5,0,13,0.02,0,0,
2016-06-30,88,60,74,1.8,0,9,0,0,0,
2016-07-01,85,62,73.5,1.1,0,9,0.34,0,0,
2016-07-02,79,59,69,-3.5,0,4,0,0,0,
2016-07-03,84,55,69.5,-3.2,0,5,0,0,0,
2016-07-04,88,58,73,0.1,0,8,0,0,0,
2016-07-05,88,67,77.5,4.5,0,13,0.25,0,0,
2016-07-06,95,66,80.5,7.4,0,16,0,0,0,
2016-07-07,91,68,79.5,6.3,0,15,0.24,0,0,
2016-07-08,84,64,74,0.6,0,9,T,0,0,
2016-07-09,69,62,65.5,-8,0,1,0.11,0,0,
2016-07-10,81,61,71,-2.6,0,6,0.03,0,0,
2016-07-11,80,60,70,-3.6,0,5,0,0,0,
2016-07-12,87,56,71.5,-2.2,0,7,0,0,0,
2016-07-13,91,67,79,5.2,0,14,0,0,0,
2016-07-14,88,71,79.5,5.7,0,15,0.19,0,0,
2016-07-15,94,68,81,7.1,0,16,0,0,0,
2016-07-16,93,65,79,5.1,0,14,0,0,0,
2016-07-17,92,69,80.5,6.6,0,16,0,0,0,
2016-07-18,96,67,81.5,7.5,0,17,0.01,0,0,
2016-07-19,84,61,72.5,-1.5,0,8,0,0,0,
2016-07-20,85,54,69.5,-4.5,0,5,0,0,0,
2016-07-21,93,56,74.5,0.5,0,10,0,0,0,
2016-07-22,99,72,85.5,11.5,0,21,0.09,0,0,
2016-07-23,96,68,82,8,0,17,0,0,0,
2016-07-24,93,62,77.5,3.5,0,13,0,0,0,
2016-07-25,96,64,80,6.1,0,15,T,0,0,
2016-07-26,93,67,80,6.1,0,15,0,0,0,
2016-07-27,95,65,80,6.1,0,15,0,0,0,
2016-07-28,96,64,80,6.2,0,15,T,0,0,
2016-07-29,90,70,80,6.2,0,15,0.16,0,0,
2016-07-30,91,66,78.5,4.8,0,14,0.15,0,0,
2016-07-31,80,66,73,-0.7,0,8,0.63,0,0,
2016-08-01,82,67,74.5,0.9,0,10,T,0,0,
2016-08-02,78,60,69,-4.6,0,4,0.41,0,0,
2016-08-03,83,58,70.5,-3,0,6,0,0,0,
2016-08-04,86,55,70.5,-2.9,0,6,0,0,0,
2016-08-05,89,62,75.5,2.2,0,11,0,0,0,
2016-08-06,92,70,81,7.7,0,16,T,0,0,
2016-08-07,89,64,76.5,3.3,0,12,0,0,0,
2016-08-08,89,60,74.5,1.4,0,10,0,0,0,
2016-08-09,90,55,72.5,-0.5,0,8,0,0,0,
2016-08-10,85,72,78.5,5.6,0,14,0.94,0,0,
2016-08-11,92,73,82.5,9.7,0,18,0.39,0,0,
2016-08-12,97,73,85,12.3,0,20,0.3,0,0,
2016-08-13,99,73,86,13.4,0,21,0.42,0,0,
2016-08-14,96,73,84.5,12.1,0,20,0.02,0,0,
2016-08-15,89,70,79.5,7.2,0,15,0,0,0,
2016-08-16,86,69,77.5,5.3,0,13,0.58,0,0,
2016-08-17,84,68,76,4,0,11,0,0,0,
2016-08-18,89,67,78,6.1,0,13,0.02,0,0,
2016-08-19,88,67,77.5,5.8,0,13,0,0,0,
2016-08-20,87,61,74,2.4,0,9,0,0,0,
2016-08-21,87,69,78,6.6,0,13,1.11,0,0,
2016-08-22,77,57,67,-4.2,0,2,T,0,0,
2016-08-23,81,52,66.5,-4.5,0,2,0,0,0,
2016-08-24,86,56,71,0.2,0,6,0,0,0,
2016-08-25,86,65,75.5,4.9,0,11,0,0,0,
2016-08-26,92,68,80,9.6,0,15,0,0,0,
2016-08-27,88,65,76.5,6.3,0,12,0,0,0,
2016-08-28,88,63,75.5,5.6,0,11,0,0,0,
2016-08-29,89,63,76,6.3,0,11,0,0,0,
2016-08-30,85,56,70.5,1,0,6,0,0,0,
2016-08-31,80,63,71.5,2.3,0,7,T,0,0,
2016-09-01,80,63,71.5,2.6,0,7,0.35,0,0,
2016-09-02,81,57,69,0.4,0,4,0,0,0,
2016-09-03,76,56,66,-2.4,0,1,0,0,0,
2016-09-04,80,53,66.5,-1.6,0,2,0,0,0,
2016-09-05,81,53,67,-0.7,0,2,0,0,0,
2016-09-06,75,65,70,2.6,0,5,T,0,0,
2016-09-07,83,69,76,8.9,0,11,0.02,0,0,
2016-09-08,88,68,78,11.2,0,13,0.15,0,0,
2016-09-09,92,72,82,15.6,0,17,T,0,0,
2016-09-10,90,69,79.5,13.4,0,15,T,0,0,
2016-09-11,81,58,69.5,3.8,0,5,0.46,0,0,
2016-09-12,79,49,64,-1.3,1,0,0,0,0,
2016-09-13,83,51,67,2,0,2,0,0,0,
2016-09-14,90,58,74,9.4,0,9,T,0,0,
2016-09-15,73,51,62,-2.2,3,0,0,0,0,
2016-09-16,76,48,62,-1.8,3,0,0,0,0,
2016-09-17,78,47,62.5,-0.9,2,0,0,0,0,
2016-09-18,80,66,73,10,0,8,0.08,0,0,
2016-09-19,76,66,71,8.4,0,6,0.26,0,0,
2016-09-20,81,63,72,9.8,0,7,T,0,0,
2016-09-21,82,58,70,8.2,0,5,0,0,0,
2016-09-22,85,52,68.5,7.2,0,4,0,0,0,
2016-09-23,82,53,67.5,6.6,0,3,0.41,0,0,
2016-09-24,69,47,58,-2.5,7,0,0.01,0,0,
2016-09-25,68,41,54.5,-5.6,10,0,0,0,0,
2016-09-26,70,37,53.5,-6.2,11,0,0,0,0,
2016-09-27,75,55,65,5.8,0,0,0.48,0,0,
2016-09-28,64,53,58.5,-0.3,6,0,0,0,0,
2016-09-29,65,52,58.5,0.1,6,0,0,0,0,
2016-09-30,62,50,56,-2,9,0,0.2,0,0,
2016-10-01,56,49,52.5,-5.1,12,0,0.06,0,0,
2016-10-02,59,52,55.5,-1.7,9,0,T,0,0,
2016-10-03,73,57,65,8.2,0,0,T,0,0,
2016-10-04,66,47,56.5,0.1,8,0,T,0,0,
2016-10-05,70,42,56,0,9,0,0,0,0,
2016-10-06,74,42,58,2.4,7,0,0,0,0,
2016-10-07,76,44,60,4.8,5,0,0,0,0,
2016-10-08,68,42,55,0.2,10,0,T,0,0,
2016-10-09,64,46,55,0.6,10,0,0.39,0,0,
2016-10-10,60,37,48.5,-5.5,16,0,0,0,0,
2016-10-11,64,33,48.5,-5.2,16,0,0,0,0,
2016-10-12,68,37,52.5,-0.8,12,0,0,0,0,
2016-10-13,70,47,58.5,5.6,6,0,T,0,0,
2016-10-14,61,37,49,-3.6,16,0,0,0,0,
2016-10-15,63,32,47.5,-4.7,17,0,0,0,0,
2016-10-16,73,41,57,5.1,8,0,0,0,0,
2016-10-17,80,55,67.5,15.9,0,3,T,0,0,
2016-10-18,84,55,69.5,18.3,0,5,0,0,0,
2016-10-19,80,51,65.5,14.6,0,1,0,0,0,
2016-10-20,74,48,61,10.4,4,0,T,0,0,
2016-10-21,79,57,68,17.7,0,3,0.1,0,0,
2016-10-22,65,41,53,3,12,0,0.29,0,0,
2016-10-23,62,42,52,2.3,13,0,0.01,0,0,
2016-10-24,61,41,51,1.7,14,0,0.01,0,0,
2016-10-25,52,36,44,-5,21,0,0,0,0,
2016-10-26,50,31,40.5,-8.2,24,0,0,0,0,
2016-10-27,37,29,33,-15.5,32,0,0.94,1.5,1,
2016-10-28,50,37,43.5,-4.7,21,0,0.06,0,1,
2016-10-29,59,35,47,-0.9,18,0,0.01,0,0,
2016-10-30,68,45,56.5,8.9,8,0,0.3,0,0,
2016-10-31,54,30,42,-5.3,23,0,0,0,0,
2016-11-01,57,28,42.5,-4.5,22,0,0,0,0,
2016-11-02,71,47,59,12.3,6,0,T,0,0,
2016-11-03,72,49,60.5,14.1,4,0,T,0,0,
2016-11-04,59,40,49.5,3.4,15,0,0,0,0,
2016-11-05,59,32,45.5,-0.3,19,0,0,0,0,
2016-11-06,52,37,44.5,-1,20,0,T,0,0,
2016-11-07,52,29,40.5,-4.7,24,0,0,0,0,
2016-11-08,65,26,45.5,0.6,19,0,0,0,0,
2016-11-09,51,32,41.5,-3.1,23,0,0.01,0,0,
2016-11-10,56,33,44.5,0.2,20,0,0,0,0,
2016-11-11,61,37,49,5,16,0,0,0,0,
2016-11-12,49,27,38,-5.7,27,0,0,0,0,
2016-11-13,63,33,48,4.6,17,0,0,0,0,
2016-11-14,65,28,46.5,3.5,18,0,0,0,0,
2016-11-15,49,42,45.5,2.8,19,0,0.7,0,0,
2016-11-16,59,42,50.5,8.1,14,0,0.01,0,0,
2016-11-17,59,32,45.5,3.5,19,0,0,0,0,
2016-11-18,64,36,50,8.3,15,0,0,0,0,
2016-11-19,64,32,48,6.6,17,0,T,0,0,
2016-11-20,48,32,40,-1,25,0,0.5,T,0,
2016-11-21,36,31,33.5,-7.2,31,0,T,T,0,
2016-11-22,39,30,34.5,-5.8,30,0,T,T,0,
2016-11-23,43,28,35.5,-4.4,29,0,0,0,0,
2016-11-24,41,30,35.5,-4.1,29,0,0.16,0,0,
2016-11-25,45,37,41,1.8,24,0,T,0,0,
2016-11-26,47,29,38,-0.8,27,0,T,0,0,
2016-11-27,46,27,36.5,-2,28,0,T,0,0,
2016-11-28,50,21,35.5,-2.6,29,0,0,0,0,
2016-11-29,58,30,44,6.3,21,0,1.11,0,0,
2016-11-30,50,38,44,6.7,21,0,0.57,0,0,
2016-12-01,57,36,46.5,9.6,18,0,0.3,0,0,
2016-12-02,51,31,41,4.5,24,0,T,0,0,
2016-12-03,46,33,39.5,3.3,25,0,0,0,0,
2016-12-04,42,28,35,-0.8,30,0,0,0,0,
2016-12-05,43,29,36,0.6,29,0,0.04,0.4,0,
2016-12-06,46,27,36.5,1.5,28,0,0.02,T,0,
2016-12-07,41,33,37,2.4,28,0,0.14,0.1,0,
2016-12-08,44,27,35.5,1.3,29,0,0,0,0,
2016-12-09,37,22,29.5,-4.3,35,0,0,0,0,
2016-12-10,33,13,23,-10.5,42,0,0,0,0,
2016-12-11,33,9,21,-12.1,44,0,0.05,0.5,0,
2016-12-12,42,29,35.5,2.8,29,0,0.5,2,1,
2016-12-13,40,27,33.5,1.1,31,0,0,0,1,
2016-12-14,40,24,32,0,33,0,T,T,1,
2016-12-15,31,16,23.5,-8.1,41,0,0.02,0.3,M,
2016-12-16,22,5,13.5,-17.8,51,0,0,0,M,
2016-12-17,32,20,26,-4.9,39,0,0.72,6.5,7,
2016-12-18,51,27,39,8.4,26,0,0.1,0,2,
2016-12-19,27,12,19.5,-10.8,45,0,0,0,2,
2016-12-20,29,3,16,-14,49,0,0,0,2,
2016-12-21,39,16,27.5,-2.1,37,0,0,0,2,
2016-12-22,41,26,33.5,4.2,31,0,T,T,1,
2016-12-23,45,30,37.5,8.4,27,0,0,0,1,
2016-12-24,43,32,37.5,8.7,27,0,0.35,T,1,
2016-12-25,47,26,36.5,8,28,0,0,0,M,
2016-12-26,42,18,30,1.8,35,0,0.03,0,M,
2016-12-27,56,35,45.5,17.5,19,0,0.02,0,M,
2016-12-28,40,28,34,6.2,31,0,T,T,M,
2016-12-29,36,24,30,2.5,35,0,0.4,0.4,M,
2016-12-30,40,27,33.5,6.2,31,0,0.01,T,M,
2016-12-31,42,21,31.5,4.4,33,0,0.03,T,M,
2017-01-01,44,25,34.5,7.6,30,0,0.01,0,M,
2017-01-02,35,21,28,1.2,37,0,T,0,M,
2017-01-03,39,34,36.5,9.9,28,0,0.89,0,M,
2017-01-04,49,31,40,13.6,25,0,0.04,0,M,
2017-01-05,34,22,28,1.7,37,0,0,0,M,
2017-01-06,31,21,26,-0.2,39,0,0.04,0.8,M,
2017-01-07,21,18,19.5,-6.6,45,0,0.23,3.3,3,
2017-01-08,23,9,16,-10,49,0,0,0,3,
2017-01-09,20,4,12,-13.9,53,0,0,0,3,
2017-01-10,36,1,18.5,-7.3,46,0,0,T,3,
2017-01-11,54,35,44.5,18.7,20,0,0.26,0,3,
2017-01-12,56,39,47.5,21.8,17,0,0.19,0,M,
2017-01-13,50,25,37.5,11.8,27,0,0,0,M,
2017-01-14,29,17,23,-2.6,42,0,0,0,M,
2017-01-15,40,19,29.5,3.9,35,0,0,0,M,
2017-01-16,43,16,29.5,3.9,35,0,0,0,M,
2017-01-17,40,26,33,7.3,32,0,0.27,T,M,
2017-01-18,37,34,35.5,9.8,29,0,0.09,0,M,
2017-01-19,49,33,41,15.3,24,0,T,T,M,
2017-01-20,42,35,38.5,12.7,26,0,0.01,0,M,
2017-01-21,55,35,45,19.2,20,0,T,0,M,
2017-01-22,53,35,44,18.1,21,0,T,0,M,
2017-01-23,40,33,36.5,10.5,28,0,0.4,0.6,M,
2017-01-24,38,33,35.5,9.4,29,0,0.89,1.4,2,
2017-01-25,42,32,37,10.8,28,0,T,0,2,
2017-01-26,52,34,43,16.7,22,0,0.03,0,1,
2017-01-27,43,32,37.5,11.1,27,0,0,0,M,
2017-01-28,40,27,33.5,7,31,0,0,0,M,
2017-01-29,43,28,35.5,8.9,29,0,0,0,M,
2017-01-30,34,21,27.5,0.7,37,0,0,0,M,
2017-01-31,25,14,19.5,-7.4,45,0,0.14,2.3,2,
2017-02-01,42,21,31.5,4.4,33,0,0.04,0.7,2,
2017-02-02,38,19,28.5,1.3,36,0,T,T,1,
2017-02-03,34,21,27.5,0.1,37,0,0,0,1,
2017-02-04,34,17,25.5,-2,39,0,0,0,1,
2017-02-05,42,24,33,5.3,32,0,0,0,1,
2017-02-06,40,28,34,6.1,31,0,0,0,M,
2017-02-07,33,29,31,2.9,34,0,0.21,0,M,
2017-02-08,50,30,40,11.7,25,0,0.1,0,M,
2017-02-09,34,11,22.5,-6,42,0,0.95,15.5,13,
2017-02-10,27,4,15.5,-13.2,49,0,0.04,0.7,12,
2017-02-11,30,20,25,-3.9,40,0,0.04,0.6,13,
2017-02-12,29,20,24.5,-4.6,40,0,0.67,5,17,
2017-02-13,34,21,27.5,-1.8,37,0,0.01,0.1,13,
2017-02-14,37,11,24,-5.5,41,0,0,0,12,
2017-02-15,44,20,32,2.3,33,0,0.03,0,10,
2017-02-16,35,24,29.5,-0.4,35,0,0,0,10,
2017-02-17,37,21,29,-1.1,36,0,0,0,9,
2017-02-18,53,17,35,4.6,30,0,0,0,9,
2017-02-19,58,31,44.5,13.9,20,0,0,0,7,
2017-02-20,46,27,36.5,5.7,28,0,0,0,3,
2017-02-21,45,22,33.5,2.5,31,0,0,0,2,
2017-02-22,55,35,45,13.7,20,0,T,0,1,
2017-02-23,66,34,50,18.5,15,0,0,0,1,
2017-02-24,72,42,57,25.2,8,0,0,0,M,
2017-02-25,70,41,55.5,23.5,9,0,0.4,0,M,
2017-02-26,42,27,34.5,2.2,30,0,0,0,M,
2017-02-27,55,24,39.5,7,25,0,0,0,M,
2017-02-28,61,35,48,15.2,17,0,T,0,M,
2017-03-01,61,49,55,21.9,10,0,0.06,0,M,
2017-03-02,59,28,43.5,10.2,21,0,T,0,M,
2017-03-03,39,19,29,-4.6,36,0,T,T,M,
2017-03-04,26,11,18.5,-15.4,46,0,0,T,M,
2017-03-05,32,7,19.5,-14.6,45,0,0,0,M,
2017-03-06,45,8,26.5,-7.9,38,0,0,0,M,
2017-03-07,47,34,40.5,5.8,24,0,0.03,0,M,
2017-03-08,59,44,51.5,16.5,13,0,0.14,0,M,
2017-03-09,54,38,46,10.7,19,0,0,0,M,
2017-03-10,38,19,28.5,-7.1,36,0,0.12,2.3,2,
2017-03-11,22,10,16,-19.9,49,0,T,T,1,
2017-03-12,27,9,18,-18.3,47,0,0,0,M,
2017-03-13,35,12,23.5,-13.1,41,0,0,0,M,
2017-03-14,30,20,25,-11.9,40,0,1.54,15.8,16,
2017-03-15,28,15,21.5,-15.7,43,0,T,T,12,
2017-03-16,35,19,27,-10.6,38,0,0,T,12,
2017-03-17,43,20,31.5,-6.4,33,0,0,0,11,
2017-03-18,42,15,28.5,-9.8,36,0,T,T,9,
2017-03-19,41,29,35,-3.6,30,0,0,0,7,
2017-03-20,54,27,40.5,1.5,24,0,0,0,6,
2017-03-21,54,33,43.5,4.1,21,0,0,0,4,
2017-03-22,38,19,28.5,-11.2,36,0,T,T,3,
2017-03-23,38,14,26,-14.1,39,0,0,0,2,
2017-03-24,45,23,34,-6.5,31,0,0.04,T,1,
2017-03-25,44,31,37.5,-3.4,27,0,0.08,0,1,
2017-03-26,41,28,34.5,-6.8,30,0,0.02,0,M,
2017-03-27,42,33,37.5,-4.2,27,0,0.4,0,M,
2017-03-28,44,37,40.5,-1.6,24,0,0.46,0,M,
2017-03-29,53,33,43,0.5,22,0,0,0,M,
2017-03-30,54,30,42,-0.9,23,0,0.01,0,M,
2017-03-31,40,33,36.5,-6.8,28,0,1.03,1,M,
2017-04-01,39,33,36,-7.7,29,0,0.18,0.5,1,
2017-04-02,60,32,46,1.9,19,0,0,0,0,
2017-04-03,64,32,48,3.5,17,0,0.03,0,0,
2017-04-04,46,39,42.5,-2.4,22,0,1.11,0,0,
2017-04-05,55,39,47,1.7,18,0,T,0,0,
2017-04-06,44,38,41,-4.7,24,0,0.85,0,0,
2017-04-07,52,39,45.5,-0.7,19,0,0.01,0,0,
2017-04-08,52,37,44.5,-2.1,20,0,0,0,0,
2017-04-09,70,30,50,3,15,0,0,0,0,
2017-04-10,79,42,60.5,13.1,4,0,0,0,0,
2017-04-11,88,50,69,21.2,0,4,0,0,0,
2017-04-12,67,48,57.5,9.3,7,0,0.09,0,0,
2017-04-13,62,41,51.5,2.9,13,0,0,0,0,
2017-04-14,65,36,50.5,1.5,14,0,0,0,0,
2017-04-15,69,33,51,1.6,14,0,0.01,0,0,
2017-04-16,88,51,69.5,19.7,0,5,0.06,0,0,
2017-04-17,73,50,61.5,11.3,3,0,0,0,0,
2017-04-18,62,39,50.5,-0.1,14,0,0,0,0,
2017-04-19,54,39,46.5,-4.4,18,0,0.12,0,0,
2017-04-20,70,45,57.5,6.2,7,0,0.09,0,0,
2017-04-21,52,46,49,-2.7,16,0,0.32,0,0,
2017-04-22,56,44,50,-2,15,0,0.01,0,0,
2017-04-23,69,39,54,1.6,11,0,0,0,0,
2017-04-24,72,38,55,2.3,10,0,0,0,0,
2017-04-25,56,48,52,-1.1,13,0,0.52,0,0,
2017-04-26,62,48,55,1.6,10,0,0.27,0,0,
2017-04-27,68,56,62,8.2,3,0,T,0,0,
2017-04-28,86,57,71.5,17.4,0,7,T,0,0,
2017-04-29,84,59,71.5,17.1,0,7,0,0,0,
2017-04-30,61,49,55,0.3,10,0,0.1,0,0,
2017-05-01,70,45,57.5,2.4,7,0,T,0,0,
2017-05-02,77,53,65,9.6,0,0,T,0,0,
2017-05-03,64,43,53.5,-2.2,11,0,T,0,0,
2017-05-04,68,35,51.5,-4.5,13,0,0,0,0,
2017-05-05,52,46,49,-7.3,16,0,1.54,0,0,
2017-05-06,71,50,60.5,3.9,4,0,0.27,0,0,
2017-05-07,63,42,52.5,-4.4,12,0,T,0,0,
2017-05-08,54,39,46.5,-10.7,18,0,T,0,0,
2017-05-09,56,36,46,-11.5,19,0,T,0,0,
2017-05-10,58,42,50,-7.7,15,0,0,0,0,
2017-05-11,65,40,52.5,-5.5,12,0,0,0,0,
2017-05-12,67,48,57.5,-0.8,7,0,0,0,0,
2017-05-13,54,44,49,-9.6,16,0,0.8,0,0,
2017-05-14,61,39,50,-8.9,15,0,0.39,0,0,
2017-05-15,67,51,59,-0.2,6,0,0.03,0,0,
2017-05-16,81,48,64.5,5.1,0,0,0,0,0,
2017-05-17,94,55,74.5,14.8,0,10,0,0,0,
2017-05-18,96,67,81.5,21.5,0,17,0.03,0,0,
2017-05-19,92,58,75,14.7,0,10,T,0,0,
2017-05-20,73,50,61.5,0.9,3,0,0,0,0,
2017-05-21,72,42,57,-3.9,8,0,0,0,0,
2017-05-22,59,51,55,-6.2,10,0,0.05,0,0,
2017-05-23,72,49,60.5,-0.9,4,0,0,0,0,
2017-05-24,75,54,64.5,2.8,0,0,0,0,0,
2017-05-25,58,51,54.5,-7.5,10,0,0.56,0,0,
2017-05-26,64,50,57,-5.3,8,0,0.5,0,0,
2017-05-27,69,52,60.5,-2.1,4,0,0,0,0,
2017-05-28,72,55,63.5,0.6,1,0,0,0,0,
2017-05-29,59,53,56,-7.2,9,0,0.03,0,0,
2017-05-30,63,52,57.5,-6,7,0,T,0,0,
2017-05-31,74,54,64,0.2,1,0,0.39,0,0,
2017-06-01,79,53,66,1.9,0,1,0.02,0,0,
2017-06-02,73,49,61,-3.4,4,0,T,0,0,
2017-06-03,73,45,59,-5.8,6,0,0.02,0,0,
2017-06-04,73,48,60.5,-4.6,4,0,0.21,0,0,
2017-06-05,63,53,58,-7.4,7,0,0.31,0,0,
2017-06-06,53,49,51,-14.7,14,0,0.63,0,0,
2017-06-07,75,49,62,-4,3,0,T,0,0,
2017-06-08,78,46,62,-4.3,3,0,0,0,0,
2017-06-09,81,44,62.5,-4.1,2,0,0,0,0,
2017-06-10,86,55,70.5,3.6,0,6,0,0,0,
2017-06-11,94,63,78.5,11.2,0,14,0,0,0,
2017-06-12,96,64,80,12.4,0,15,0,0,0,
2017-06-13,95,69,82,14.1,0,17,T,0,0,
2017-06-14,84,60,72,3.8,0,7,0,0,0,
2017-06-15,78,52,65,-3.5,0,0,0,0,0,
2017-06-16,73,59,66,-2.8,0,1,0.12,0,0,
2017-06-17,76,62,69,0,0,4,0.03,0,0,
2017-06-18,86,68,77,7.7,0,12,T,0,0,
2017-06-19,87,69,78,8.4,0,13,1.51,0,0,
2017-06-20,85,66,75.5,5.6,0,11,0.02,0,0,
2017-06-21,84,61,72.5,2.4,0,8,T,0,0,
2017-06-22,85,55,70,-0.4,0,5,0,0,0,
2017-06-23,90,67,78.5,7.8,0,14,0.01,0,0,
2017-06-24,86,69,77.5,6.6,0,13,0.01,0,0,
2017-06-25,84,58,71,-0.1,0,6,0,0,0,
2017-06-26,80,53,66.5,-4.9,0,2,0,0,0,
2017-06-27,75,53,64,-7.6,1,0,0.27,0,0,
2017-06-28,79,50,64.5,-7.3,0,0,0,0,0,
2017-06-29,80,59,69.5,-2.5,0,5,0,0,0,
2017-06-30,88,65,76.5,4.3,0,12,0.45,0,0,
2017-07-01,86,68,77,4.6,0,12,0.05,0,0,
2017-07-02,90,69,79.5,7,0,15,0.23,0,0,
2017-07-03,86,63,74.5,1.8,0,10,0,0,0,
2017-07-04,85,58,71.5,-1.4,0,7,0,0,0,
2017-07-05,86,58,72,-1,0,7,0,0,0,
2017-07-06,81,60,70.5,-2.6,0,6,0,0,0,
2017-07-07,73,63,68,-5.2,0,3,0.84,0,0,
2017-07-08,87,65,76,2.6,0,11,0.05,0,0,
2017-07-09,82,59,70.5,-3,0,6,0,0,0,
2017-07-10,86,60,73,-0.6,0,8,0,0,0,
2017-07-11,85,68,76.5,2.9,0,12,1.1,0,0,
2017-07-12,87,69,78,4.3,0,13,1.47,0,0,
2017-07-13,89,59,74,0.2,0,9,0.82,0,0,
2017-07-14,65,59,62,-11.8,3,0,0.13,0,0,
2017-07-15,85,63,74,0.1,0,9,T,0,0,
2017-07-16,88,62,75,1.1,0,10,0,0,0,
